Класс;Код Клиента;Квартал
активные приверженцы;9424442865;01.04.2016
непостоянные приверженцы;9424442865;01.07.2016
активные приверженцы;9424442865;01.10.2016
непостоянные приверженцы;9424442865;01.01.2017
без предпочтений;9424442865;01.04.2017
активные приверженцы;9424442865;01.07.2017
непостоянные приверженцы;9424442865;01.10.2017
активные приверженцы;942501052;01.01.2016
активные приверженцы;942501052;01.04.2016
активные приверженцы;942501052;01.07.2016
активные приверженцы;942501052;01.10.2016
частичные приверженцы;942501052;01.01.2017
непостоянные приверженцы;942501052;01.04.2017
частичные приверженцы;942501052;01.07.2017
активные приверженцы;942501052;01.10.2017
без предпочтений;9425229198;01.01.2016
непостоянные приверженцы;9425229198;01.04.2016
активные приверженцы;9425229198;01.07.2016
без предпочтений;9425229198;01.10.2016
активные приверженцы;9425229198;01.01.2017
активные приверженцы;9425229198;01.04.2017
без предпочтений;9425229198;01.07.2017
активные приверженцы;9425229198;01.10.2017
активные приверженцы;942624756;01.01.2016
активные приверженцы;942624756;01.04.2016
активные приверженцы;942624756;01.07.2016
активные приверженцы;942624756;01.10.2016
непостоянные приверженцы;942624756;01.01.2017
частичные приверженцы;942624756;01.04.2017
активные приверженцы;942624756;01.07.2017
